row,column,value
12,42,-0.0496947
12,43,-0.0494775
12,44,-0.0491336
12,45,-0.0486639
12,46,-0.0480698
12,47,-0.0473532
12,48,-0.0465165
12,49,-0.0455626
12,50,-0.0444952
12,51,-0.0433183
12,52,-0.0420368
12,53,-0.040656
12,54,-0.0391819
12,55,-0.0376212
12,56,-0.0359812
12,57,-0.0342699
12,58,-0.0324957
12,59,-0.030668
12,60,-0.0287965
12,61,-0.0268917
12,62,-0.0249643
12,63,-0.0230259
12,64,-0.0210882
12,65,-0.0191633
12,66,-0.0172638
12,67,-0.0154023
12,68,-0.0135914
12,69,-0.0118441
12,70,-0.0101728
12,71,-0.00859
12,72,-0.00710781
12,73,-0.0057379
12,74,-0.00449149
12,75,-0.00337926
12,76,-0.0024114
12,77,-0.00159761
12,78,-0.000947416
